INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Advantage Technical College,26905.0,4200,16230.0,48270.0,42300
Universal Technical Institute-Bloomfield,51222.0,11600,29872.0,74177.0,80300
Southern Careers Institute-Waco,27035.0,3800,13576.0,41191.0,39300
Arizona College of Nursing-Dallas,34657.0,5100,17281.0,48422.0,45700
The Salon Professional Academy-Washington DC,20809.0,PS,9721.0,35549.0,PS
Valley College-Cleveland,24900.0,PS,11892.0,37503.0,PS
EDP University of Puerto Rico-Humacao,22844.0,3600,11249.0,39209.0,39200
EDP University of Puerto Rico-Manati,22844.0,3600,11249.0,39209.0,39200
Fortis Institute-Cookeville,34509.0,4400,17887.0,52189.0,48200
Pima Medical Institute-San Antonio,38673.0,4300,21337.0,55482.0,53300
North-West College-San Diego,41472.0,4500,22023.0,66073.0,56800
West Virginia Junior College-United Career Institute,31912.0,4800,17949.0,46876.0,45500
Aviation Institute of Maintenance-Charlotte,42759.0,12900,20349.0,63429.0,71300
Fortis College-Landover,36920.0,6900,19034.0,51136.0,52400
Stautzenberger College-Rockford Career College,34104.0,6200,18240.0,48517.0,64000
PCI Academy-Iowa City,31330.0,PS,13811.0,45408.0,PS
Paul Mitchell the School-Provo,27407.0,PS,11560.0,46712.0,PS
Arizona College of Nursing-Tampa,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Fort Lauderdale,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Tucson,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Phoenix,34657.0,5100,17281.0,48422.0,45700
Empire Beauty School-Newport News,23921.0,3000,10818.0,39242.0,41500
Paul Mitchell the School-Murfreesboro-Nashville,30461.0,PS,12974.0,44642.0,PS
Dorsey College-Woodhaven,29392.0,4500,13351.0,42074.0,45100
San Joaquin Valley College-Delano,38317.0,5400,19423.0,60326.0,61500
San Joaquin Valley College-Rancho Mirage,38317.0,5400,19423.0,60326.0,61500
San Joaquin Valley College-Santa Maria,38317.0,5400,19423.0,60326.0,61500
Advantage Technical College-Aguadilla,26905.0,4200,16230.0,48270.0,42300
San Joaquin Valley College-Porterville,38317.0,5400,19423.0,60326.0,61500
Triangle Tech-Chambersburg,51953.0,6900,28155.0,73121.0,69400
Provo College-Idaho Falls Campus,39645.0,3300,20033.0,60287.0,54200
Eagle Gate College-Boise Campus,37518.0,4600,20717.0,54175.0,58000
UEI College-Mesa,31141.0,4600,13730.0,46425.0,51700
Herzing University-Tampa,36909.0,12300,19077.0,56514.0,77200
Galen Health Institutes-Miami Campus,61480.0,7200,39823.0,83347.0,62800
Remington College-Online Dallas,31349.0,5600,16051.0,44946.0,56900
Abilene Christian University-Undergraduate Online,55736.0,9600,36361.0,80010.0,78700
Ogle School Hair Skin Nails-Willowbrook,31488.0,2700,14608.0,46150.0,46900
Galen Health Institutes-Austin Campus,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Nashville Campus,61480.0,7200,39823.0,83347.0,62800
Ohio Business College-Dayton-Driving Academy,30389.0,5300,14824.0,43009.0,44800
Salon Professional Academy-Elevate Salon Institute,16515.0,PS,7246.0,33330.0,PS
Arizona College of Nursing-Salt Lake City,34657.0,5100,17281.0,48422.0,45700
Arizona College-Glendale,34657.0,5100,17281.0,48422.0,45700
Universal Technical Institute-West Texas,51222.0,11600,29872.0,74177.0,80300
Avalon Institute-Las Vegas,30803.0,3700,14464.0,45252.0,42600
American Institute-Cherry Hill,28710.0,3700,13201.0,46812.0,51700
Glendale Career College-North-West College-Bakersfield,41472.0,4500,22023.0,66073.0,56800
American College of Healthcare and Technology-Santa Ana,31109.0,PS,14224.0,48441.0,PS
Evangel University-College of Online Learning,46573.0,6100,30919.0,66982.0,65700
Marian University-Ancilla,58759.0,11000,39146.0,84617.0,73700
Spa Tech Institute-North Andover,27803.0,5300,13940.0,46812.0,50900
Aveda Arts & Sciences Institute Lafayette-Arlington,23904.0,PS,9147.0,39256.0,PS
Concorde Career College-Broadway,35242.0,4200,19813.0,50192.0,41800
United Education Institute-Stone Mountain,27688.0,4500,9833.0,41036.0,62600
Montgomery Beauty School-Baltimore Beauty & Barber School,18726.0,4300,9246.0,40165.0,41200
Commonwealth of Puerto Rico Department of Education-PRAMI,26293.0,4700,14236.0,40523.0,44000
Universal Technical Institute-South Florida Miramar,52873.0,12500,33274.0,74276.0,78900
Arizona College of Nursing-Southfield,34657.0,5100,17281.0,48422.0,45700
Galen Health Institutes-Sarasota,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Gainesville,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Richmond,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Myrtle Beach,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Asheville,61480.0,7200,39823.0,83347.0,62800
Arizona College of Nursing-Falls Church,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Ontario,34657.0,5100,17281.0,48422.0,45700
Galen Health Institutes-Houston,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Pikeville,61480.0,7200,39823.0,83347.0,62800
Commonwealth University of Pennsylvania,52416.0,14100,35693.0,72563.0,75900
Pennsylvania Western University,47295.0,9700,30587.0,64952.0,69600
Collectiv Hair Dressing Academy-Collectiv Academy-Dallas,29334.0,PS,7354.0,39869.0,PS
Herzing University-Nashville,36909.0,12300,19077.0,56514.0,77200
Dorsey College-Grand Rapids,29392.0,4500,13351.0,42074.0,45100
Baltimore Beauty & Barber School II,18172.0,PS,7428.0,34353.0,PS
Galen Health Institutes-Dallas,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Roanoke,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Wichita,61480.0,7200,39823.0,83347.0,62800
Galen Health Institutes-Salt Lake City,61480.0,7200,39823.0,83347.0,62800
Academy of Cosmetology Barbering and Esthetics,18636.0,PS,10660.0,33528.0,PS
Arizona College of Nursing-Sarasota,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Aurora,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Cincinnati,34657.0,5100,17281.0,48422.0,45700
Arizona College of Nursing-Cleveland,34657.0,5100,17281.0,48422.0,45700
Glendale Career College-North-West College-MFSON,41472.0,4500,22023.0,66073.0,56800
Gwinnett Institute,33735.0,PS,15967.0,45724.0,PS
EDP University of Puerto Rico-Caguas,22844.0,3600,11249.0,39209.0,39200
Aviation Institute of Maintenance-Phoenix,42759.0,12900,20349.0,63429.0,71300
Galen Health Institutes-Las Vegas,61480.0,7200,39823.0,83347.0,62800
Tulsa Welding School-Dallas Campus,41067.0,7200,20174.0,63210.0,80300
Troy University-Phenix City Campus,42062.0,9700,24464.0,61119.0,70800
Troy University-Montgomery Campus,42062.0,9700,24464.0,61119.0,70800
Troy University-Dothan Campus,42062.0,9700,24464.0,61119.0,70800
Troy University-Online,42062.0,9700,24464.0,61119.0,70800
Troy University-Support Sites,42062.0,9700,24464.0,61119.0,70800
Arizona State University-West Valley,62668.0,12900,40826.0,92934.0,93300
Arizona State University-Polytechnic,62668.0,12900,40826.0,92934.0,93300
Arizona State University-Downtown Phoenix,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Tucson,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Lake Havasu,62668.0,12900,40826.0,92934.0,93300
Arizona State University - The Gila Valley,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Yuma,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Pinal,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Cochise,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Yavapai,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Pima,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Washington D.C.,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Northeastern Arizona,62668.0,12900,40826.0,92934.0,93300
Arizona State University - Mesa City Center,62668.0,12900,40826.0,92934.0,93300
Arkansas College of Barbering and Hair Design,16209.0,PS,6850.0,35021.0,PS
Harding School of Theology,52876.0,9000,34804.0,76562.0,77800
Career Academy of Hair Design-Siloam Springs,21567.0,PS,10741.0,39917.0,PS
Career Academy of Hair Design-Rogers,21567.0,PS,10741.0,39917.0,PS
Career Academy of Hair Design-Fayetteville,21567.0,PS,10741.0,39917.0,PS
Career Academy of Hair Design - Fort Smith,21567.0,PS,10741.0,39917.0,PS
University of Arkansas Community College at Hope - Texarkana,34162.0,3700,18811.0,51602.0,54400
Alliant International University-Fresno,66666.0,12000,36440.0,86915.0,103900
Alliant International University-Los Angeles,66666.0,12000,36440.0,86915.0,103900
Alliant International University-San Francisco Bay Area,66666.0,12000,36440.0,86915.0,103900
Alliant International University-Irvine,66666.0,12000,36440.0,86915.0,103900
Alliant International University-Sacramento,66666.0,12000,36440.0,86915.0,103900
Alliant International University - Phoenix,66666.0,12000,36440.0,86915.0,103900
Casa Loma College - Nashville,49854.0,10000,24231.0,76711.0,84600
Golden Gate University-Seattle,87434.0,18200,50211.0,133774.0,122800
Golden Gate University-Silicon Valley,87434.0,18200,50211.0,133774.0,122800
Humphreys College-Modesto,39248.0,4600,19100.0,58278.0,62500
IDEA at ATEP,49156.0,6000,23055.0,81620.0,85500
Life Pacific University-Virginia,43299.0,5200,26248.0,68649.0,72800
MiraCosta College - San Elijo Campus,43845.0,3800,22652.0,64861.0,61500
Mount Saint Mary's University - Doheny Campus,72379.0,14300,44640.0,114343.0,103700
San Diego State University-Imperial Valley Campus,64909.0,12600,39563.0,94570.0,92000
San Joaquin Delta College,43212.0,5100,21498.0,66072.0,66300
Jesuit School of Theology of Santa Clara University,109183.0,21600,70946.0,160882.0,139000
Thomas Aquinas College - New England,55619.0,PS,22141.0,79990.0,PS
Victor Valley Community College - Aviation Technology,36119.0,3800,15917.0,60943.0,72600
Colorado Technical University-Denver South,37180.0,11800,18869.0,57737.0,101900
Otero College - La Junta High School,39018.0,5100,21189.0,60668.0,58700
Goodwin University - Bridgeport Campus,43596.0,3800,24711.0,65487.0,51400
Porter and Chester Institute of Enfield,41588.0,7400,21062.0,61919.0,68500
Porter and Chester Institute of Waterbury,41588.0,7400,21062.0,61919.0,68500
